anchor,target,context,score
deflect light,reflect light rays,H04,0.5
demodulator,color demodulator,B65,0.5
demodulator,computer program in a software defined radio,B65,0.5
demodulator,electronic circuit to recover the information,B65,0.5
demodulator,demodulated signal,F01,0.5
demodulator,demodulating arrangement,F01,0.5
demodulator,demodulating signals,F01,0.5
demodulator,demodulation circuit,F01,0.5
demodulator,demodulation converter,F01,0.5
demodulator,digital transversal equalizer,F01,0.5
demodulator,signal demodulators,F01,0.5
demodulator,circuit,H02,0.5
demodulator,data demodulator,H02,0.5
demodulator,demodulation part,H02,0.5
demodulator,receiver,H02,0.5
demodulator,switching circuit,H02,0.5
demodulator,switching unit,H02,0.5
demodulator,dem,H03,0.5
demodulator,dem detector,H03,0.5
demodulator,digital demodulator,H03,0.5
demodulator,digital detector,H03,0.5
demodulator,inner decoder,H03,0.5
demodulator,mixer,H03,0.5
demodulator,outer decoder,H03,0.5
dental aligners,aligners,A61,0.5
dental aligners,braces,A61,0.5
dental aligners,dental apparatus,A61,0.5
dental aligners,devices in orthodontics,A61,0.5
dental aligners,orthodontic apparatus,A61,0.5
dental aligners,orthodontic appliance,A61,0.5
dental aligners,orthodontic appliances,A61,0.5
dental aligners,orthodontic cases,A61,0.5
dental aligners,orthodontic device,A61,0.5
dental aligners,teeth,A61,0.5
dental aligners,titanium braces,A61,0.5
dental aligners,treatment appliance,A61,0.5
dental aligners,treatment device,A61,0.5
dental aligners,aligner system,B65,0.5
dental aligners,aligners,B65,0.5
dental aligners,alignment braces,B65,0.5
dental aligners,crown crowns,B65,0.5
dental aligners,crowns,B65,0.5
dental aligners,dental appliances,B65,0.5
derived class,class,G06,0.5
derived class,derived,G06,0.5
derived class,derived old classes,G06,0.5
derived class,entity class,G06,0.5
derived class,first level derived classes,G06,0.5
derived class,new class,G06,0.5
derived class,obtain group,G06,0.5
derived class,obtain group numbers,G06,0.5
derived class,subclass,G06,0.5
derived class,virtual class,G06,0.5
descriptive term,aptly descriptive,G01,0.5
descriptive term,descriptive name,G01,0.5
descriptive term,descriptive purposes,G01,0.5
descriptive term,relevance score,G01,0.5
descriptive term,shorthand term,G01,0.5
descriptive term,specific term,G01,0.5
descriptive term,term,G01,0.5
descriptive term,word,G01,0.5
deteriorated,deteriorated toner,C21,0.5
deteriorated,lowered deteriorated,C21,0.5
deteriorated,corroded,E02,0.5
deteriorated,deteriorated toner,E02,0.5
deteriorated,breakdown,G01,0.5
deteriorated,deteriorated pipe,G01,0.5
deteriorated,deteriorated pipeline,G01,0.5
deteriorated,minimum deterioration,G01,0.5
deteriorated,remarkable degradation,G01,0.5
deteriorated,structure cracks,G01,0.5
deteriorated,decline input data,G06,0.5
deteriorated,degenerate,G06,0.5
deteriorated,drop values,G06,0.5
deteriorated,great deterioration,G06,0.5
deteriorated,incurring degradation,G06,0.5
deteriorated,involving deterioration,G06,0.5
deteriorated,suffering deterioration,G06,0.5
determine from analysis,determine by chromatographic analysis,H04,0.5
determine from analysis,determine by gc analysis,H04,0.5
determine from analysis,determine by image analysis,H04,0.5
determine from analysis,determine from statistical analysis,H04,0.5
diesel fuel tank,diesel,F02,0.5
diesel fuel tank,diesel fuel,F02,0.5
diesel fuel tank,engine fuel tank,F02,0.5
diesel fuel tank,fuel fitting,F02,0.5
diesel fuel tank,fuel meter,F02,0.5
diesel fuel tank,fuel tank,F02,0.5
diesel fuel tank,tank system,F02,0.5
different circumferential positions,120 degree intervals,G01,0.5
different circumferential positions,axial positions,G01,0.5
different circumferential positions,circumferential grooves,G01,0.5
different circumferential positions,circumferential positions,G01,0.5
different circumferential positions,different circumferential,G01,0.5
different circumferential positions,different ends,G01,0.5
different circumferential positions,different intervals,G01,0.5
different circumferential positions,different locations,G01,0.5
different circumferential positions,different positioning,G01,0.5
different circumferential positions,different positions,G01,0.5
different circumferential positions,different stagger angles,G01,0.5
different circumferential positions,geometric locations,G01,0.5
different circumferential positions,parallel to one another,G01,0.5
different circumferential positions,positions,G01,0.5
different circumferential positions,predetermined angle,G01,0.5
different circumferential positions,predetermined position,G01,0.5
different circumferential positions,rotation transfer grooves,G01,0.5
different circumferential positions,various locations,G01,0.5
different circumferential positions,axial directions,G02,0.5
different circumferential positions,circumferential positions,G02,0.5
different circumferential positions,different horizontal positions,G02,0.5
different circumferential positions,different vertical locations,G02,0.5
different circumferential positions,distal ends,G02,0.5
different circumferential positions,distal sides,G02,0.5
different circumferential positions,equi angular intervals,G02,0.5
different circumferential positions,imaginary cylindrical surface,G02,0.5
different circumferential positions,movable member,G02,0.5
different circumferential positions,opposite distal ends,G02,0.5
different circumferential positions,opposite distal sides,G02,0.5
different circumferential positions,opposite ends,G02,0.5
different circumferential positions,opposite sides,G02,0.5
different circumferential positions,predetermined intervals,G02,0.5
different circumferential positions,predetermined positions,G02,0.5
different circumferential positions,stationary member,G02,0.5
different conductivity,conductance,H02,0.5
different conductivity,conductive polymer molecules,H02,0.5
different conductivity,conductivity,H02,0.5
different conductivity,different carbon conductivity,H02,0.5
different conductivity,different doping,H02,0.5
different conductivity,different resistance,H02,0.5
different conductivity,different silicon conductivity,H02,0.5
different conductivity,different silicon content,H02,0.5
different conductivity,different thermal conductivity,H02,0.5
different conductivity,differing doping,H02,0.5
different conductivity,differing resistance,H02,0.5
different conductivity,differing silicon conductivity,H02,0.5
different conductivity,electric conductivity difference,H02,0.5
different conductivity,electrical conductive property,H02,0.5
different conductivity,resistance,H02,0.5
different conductivity,resistor,H02,0.5
different conductivity,second conductivity type,H02,0.5
different conductivity,complementary conductivity,H03,0.5
different conductivity,complementary conductivity type,H03,0.5
different conductivity,conductive,H03,0.5
different conductivity,conductivity,H03,0.5
different conductivity,conductivity channel,H03,0.5
different conductivity,conductivity type,H03,0.5
different conductivity,different electrically conductive particles,H03,0.5
different conductivity,different thermal conductivity,H03,0.5
different conductivity,electrical conductive property,H03,0.5
different conductivity,electrical conductivity,H03,0.5
different conductivity,electrical resistivity,H03,0.5
different conductivity,resistivity,H03,0.5
diffuse in substrate,dissolve in substrate,A61,0.5
diffuse in substrate,dissolves in substrate,A61,0.5
diffuse in substrate,mix in substrate,A61,0.5
digital multimeters,complex test equipment,G01,0.5
digital multimeters,digital current meter,G01,0.5
digital multimeters,digital measurement technology,G01,0.5
digital multimeters,digital voltage meter,G01,0.5
digital multimeters,measurement device,G01,0.5
digital multimeters,measurement instrument,G01,0.5
digital multimeters,multimeters,G01,0.5
dihalo compound,12 dibromopropane,C07,0.5
dihalo compound,14 dibromo benzene,C07,0.5
dihalo compound,3 bromo 4 chloro hexane,C07,0.5
dihalo compound,dibromo compound,C07,0.5
dihalo compound,dichloro compound,C07,0.5
dihalo compound,dichloromethane compound,C07,0.5
dihalo compound,difluoro compound,C07,0.5
dihalo compound,dihalo,C07,0.5
dihalo compound,dihalo aromatic,C07,0.5
dihalo compound,dihalo aromatic compound,C07,0.5
dihalo compound,dihalogen,C07,0.5
dihalo compound,diiodo compound,C07,0.5
dimensional location,determine dimensional location,A61,0.5
dimensional location,determine three dimensional location,A61,0.5
dimensional location,dimensional spatial coordinates,A61,0.5
dimensional location,dimensions,A61,0.5
dimensional location,location,A61,0.5
dimensional location,spatial coordinates,A61,0.5
dimensional location,coordinates,A63,0.5
dimensional location,determine dimensional location,A63,0.5
dimensional location,dimension position,A63,0.5
dimensional location,dimensional axis orientation,A63,0.5
dimensional location,dimensional axis position,A63,0.5
dimensional location,dimensional lateral location,A63,0.5
dimensional location,dimensional lateral position,A63,0.5
dimensional location,dimensional orientation,A63,0.5
dimensional location,dimensional position,A63,0.5
dimensional location,dimensional spatial location,A63,0.5
dimensional location,dimensional spatial position,A63,0.5
dimensional location,dimensions,A63,0.5
dimensional location,lateral location,A63,0.5
dimensional location,location,A63,0.5
dimensional location,spatial location,A63,0.5
dimensional location,3d position,E02,0.5
dimensional location,area diameter,E02,0.5
dimensional location,determine three dimensional location,E02,0.5
dimensional location,three dimensional location,E02,0.5
dimensional location,two dimensional location,E02,0.5
dimensional location,dimension,F41,0.5
dimensional location,dimension model,F41,0.5
dimensional location,dimensional,F41,0.5
dimensional location,dimensional data,F41,0.5
dimensional location,dimensional image,F41,0.5
dimensional location,dimensional image data,F41,0.5
dimensional location,dimensional image model,F41,0.5
dimensional location,dimensional model,F41,0.5
dimensional location,location,F41,0.5
dimensional location,coordinates,G01,0.5
dimensional location,dimension,G01,0.5
dimensional location,dimension coordinate,G01,0.5
dimensional location,dimensional,G01,0.5
dimensional location,dimensional coordinate,G01,0.5
dimensional location,dimensional coordinate location,G01,0.5
dimensional location,dimensional spatial location,G01,0.5
dimensional location,dimensional spatial position,G01,0.5
dimensional location,dimensions,G01,0.5
dimensional location,geographic coordinate system,G01,0.5
dimensional location,geospatial coordinates,G01,0.5
dimensional location,location,G01,0.5
dimensional location,object tracking model,G01,0.5
dimensional location,spatial location,G01,0.5
dimensional location,spatial position,G01,0.5
dimensional location,targeted object,G01,0.5
dimensional location,three dimensional location,G01,0.5
dimensional location,tri dimensional space,G01,0.5
dimple arrangement,array of dimples,A63,0.5
dimple arrangement,ball,A63,0.5
dimple arrangement,decoration,A63,0.5
dimple arrangement,dimple,A63,0.5
dimple arrangement,dimple design,A63,0.5
dimple arrangement,dimple look,A63,0.5
dimple arrangement,dimple size,A63,0.5
dimple arrangement,dimples,A63,0.5
dimple arrangement,golf ball,A63,0.5
dimple arrangement,number of dimples,A63,0.5
direct received light,directing light signal,H04,0.5
direct received light,received light,H04,0.5
direct received light,received light beam,H04,0.5
direct received light,received light signal,H04,0.5
direct received light,received lighting,H04,0.5
direct received light,receiving direct sunlight,H04,0.5
disk type recording medium,disk recording,G11,0.5
disk type recording medium,disk type,G11,0.5
disk type recording medium,information disk medium,G11,0.5
disk type recording medium,information recording medium,G11,0.5
disk type recording medium,multiple disk type,G11,0.5
disk type recording medium,optical disk,G11,0.5
disk type recording medium,optical disk medium,G11,0.5
disk type recording medium,optical disk recording medium,G11,0.5
disk type recording medium,optical disk storage,G11,0.5
disk type recording medium,optical medium,G11,0.5
disk type recording medium,optical recording disc,G11,0.5
disk type recording medium,optical recording disk,G11,0.5
disk type recording medium,optical recording medium,G11,0.5
disk type recording medium,optical type recording,G11,0.5
disk type recording medium,optical type recording medium,G11,0.5
disk type recording medium,recording disk,G11,0.5
disk type recording medium,recording medium,G11,0.5
disperse in plastic material,disperse,B29,0.5
disperse in plastic material,plastic material,B29,0.5
disperse in plastic material,disperse in polyethylene material,C01,0.5
disperse in plastic material,distribute in thermoplastic,C01,0.5
disperse in plastic material,embed in plastic,C01,0.5
disperse in plastic material,embed in plastic material,C01,0.5
disperse in plastic material,encase in plastic,C01,0.5
disperse in plastic material,fuse with thermosetting material,C01,0.5
disperse in plastic material,metal dispersed polymer,C01,0.5
disperse in plastic material,metal oxides dispersed polymers,C01,0.5
disperse in plastic material,mixing with plastic material,C01,0.5
disperse in plastic material,polymers with metal nanoparticles,C01,0.5
disperse in plastic material,spread over polymer material,C01,0.5
dispersed powder,dispersions,B29,0.5
dispersed powder,divided powder,B29,0.5
dispersed powder,divided product,B29,0.5
dispersed powder,divided silica,B29,0.5
dispersed powder,ground powder,B29,0.5
dispersed powder,powder,B29,0.5
dispersed powder,powders,B29,0.5
dispersed powder,silver dispersed copper powder,B29,0.5
dispersed powder,dispersed particles,C04,0.5
dispersed powder,mixed powder,C04,0.5
dispersed powder,powder milling,C04,0.5
dispersed powder,suspended nanoparticles,C04,0.5
displacement mechanism,displacement control mechanism,A24,0.5
displacement mechanism,displacement belts,A47,0.5
displacement mechanism,displacement device,A47,0.5
displacement mechanism,displacement gears,A47,0.5
displacement mechanism,displacement member,A47,0.5
displacement mechanism,displacing mechanism,A47,0.5
displacement mechanism,object displacement,A47,0.5
displacement mechanism,shifting mechanism,A47,0.5
displacement mechanism,variable displacement mechanism,A47,0.5
displacement mechanism,axial displacement mechanism,B41,0.5
displacement mechanism,displacement adjusting mechanism,B41,0.5
displacement mechanism,displacement system,B41,0.5
displacement mechanism,fluid displacement mechanism,B41,0.5
displacement mechanism,transport system,B41,0.5
displacement mechanism,variable displacement mechanism,B41,0.5
displacement mechanism,displacement device,B60,0.5
displacement mechanism,movement assembly,B60,0.5
displacement mechanism,movement carriage assembly,B60,0.5
displacement mechanism,movement system,B60,0.5
displacement mechanism,pressure displacement device,B60,0.5
displacement mechanism,pressure displacement mechanism,B60,0.5
displacement mechanism,fluid displacement mechanism,B66,0.5
displacement mechanism,lift,B66,0.5
displacement mechanism,lift actuator,B66,0.5
displacement mechanism,lift mechanism,B66,0.5
displacement mechanism,lifting actuator,B66,0.5
displacement mechanism,lifting mechanism,B66,0.5
displacement mechanism,support lifting device,B66,0.5
displacement mechanism,support lifting mechanism,B66,0.5
displacement mechanism,actuator,F01,0.5
displacement mechanism,power mechanism,F01,0.5
displacement mechanism,pressure mechanism,F01,0.5
displacement mechanism,shaft,F01,0.5
displacement mechanism,turbine,F01,0.5
display different pictures,different display,G02,0.5
display different pictures,different display panel,G02,0.5
display different pictures,display 3 dimensional image,G02,0.5
display different pictures,display moving pictures,G02,0.5
display different pictures,display pictures,G02,0.5
display different pictures,double screen stereo imaging,G02,0.5
display different pictures,dual pictures,G02,0.5
display different pictures,pictorial image,G02,0.5
display different pictures,symbol presentation,G02,0.5
display different pictures,display moving pictures,H04,0.5
display different pictures,display multiple pictures,H04,0.5
display different pictures,display pictures,H04,0.5
display object,application display image,A63,0.5
display object,application display screen,A63,0.5
display object,application screen,A63,0.5
display object,application screen image,A63,0.5
display object,character,A63,0.5
display object,display,A63,0.5
display object,display image,A63,0.5
display object,display screen,A63,0.5
display object,displayed display object,A63,0.5
display object,image,A63,0.5
display object,object size,A63,0.5
display object,objects display,A63,0.5
display object,projection screen,A63,0.5
display object,screen,A63,0.5
display object,screen image,A63,0.5
display object,size display object,A63,0.5
display object,sound object,A63,0.5
display object,computer,G04,0.5
display object,determine data,G04,0.5
display object,determine flag,G04,0.5
display object,determine information,G04,0.5
display object,determine user,G04,0.5
display object,display screen,G04,0.5
display object,process flag,G04,0.5
display object,process user,G04,0.5
dissolve in addition,dissolve,B08,0.5
dissolve in addition,dissolving,B08,0.5
dissolve in addition,nacl dissolve in addition,B08,0.5
dissolve in addition,solubility,B08,0.5
dissolve in glycol,dissolve in ethylene glycol,C09,0.5
dissolve in glycol,dissolve in monoethylene glycol,C09,0.5
dissolve in glycol,dissolve in polyethylene glycol,C09,0.5
dissolve in glycol,dissolve in propylene glycol,C09,0.5
dissolve in glycol,miscible in ppg,C09,0.5
dissolve in glycol,mix in glycol,C09,0.5
dissolve in glycol,mix in peg,C09,0.5
dissolve in glycol,mix in propylene glycol,C09,0.5
dissolve in solvent system,aqueous solvent system,C09,0.5
dissolve in solvent system,dissolve in system,C09,0.5
dissolve in solvent system,phase solvent system,C09,0.5
dissolve in solvent system,solubility in solvent system,C09,0.5
dissolve in solvent system,solute molecules,C09,0.5
dissolve in solvent system,solvent delivery system,C09,0.5
dissolve in solvent system,solvent recovery system,C09,0.5
dissolve in solvent system,solvent system mixture,C09,0.5
dissolve in solvent system,suspension in solvent system,C09,0.5
dissolving,dissolving liquid,B67,0.5
dissolving,dissolving capacity,C22,0.5
dissolving,solute,C22,0.5
dissolving,dissolving apparatus,D06,0.5
dissolving,chemical reaction,G03,0.5
dissolving,color mixer,G03,0.5
dissolving,dissolved molecule,G03,0.5
dissolving,dissolving capacity,G03,0.5
dissolving,mixed liquid solution,G03,0.5
dissolving,solution preparation step,G03,0.5
dissolving,solvent mixed solution,G03,0.5
dissolving,dissolving liquid,G05,0.5
dissolving,dissolving out,G05,0.5
dissolving,dissolving apparatus,G21,0.5
distributor pipe,annular pipes,A01,0.5
distributor pipe,distributor drip irrigation pipe,A01,0.5
distributor pipe,distributor irrigation pipe,A01,0.5
distributor pipe,distributor sprinkle irrigation pipe,A01,0.5
distributor pipe,distributor water pipe,A01,0.5
distributor pipe,pipe,A01,0.5
distributor pipe,distribution channel,B01,0.5
distributor pipe,injection device,B01,0.5
distributor pipe,injection nozzle,B01,0.5
distributor pipe,injector,B01,0.5
distributor pipe,nozzle,B01,0.5
distributor pipe,pipe,B01,0.5
distributor pipe,pvc pipes,B01,0.5
distributor pipe,water distributor pipe,B01,0.5
distributor pipe,control tube,F24,0.5
distributor pipe,discharge tube,F24,0.5
distributor pipe,distributor,F24,0.5
distributor pipe,distributor position,F24,0.5
distributor pipe,drain tube,F24,0.5
distributor pipe,feed tube,F24,0.5
distributor pipe,hose,F24,0.5
distributor pipe,return tubes,F24,0.5
distributor pipe,water line,F24,0.5
distributor pipe,water tube,F24,0.5
distributor pipe,distribution,F25,0.5
distributor pipe,pipe,F25,0.5
distributor pipe,pipes,F25,0.5
distributor pipe,spraying hole,F25,0.5
distributor pipe,spraying holes,F25,0.5
distributor pipe,spraying nozzle,F25,0.5
distributor pipe,spraying nozzles,F25,0.5
distributor pipe,water nozzle,F25,0.5
distributor pipe,water pipe,F25,0.5
distributor pipe,water spraying holes,F25,0.5
distributor pipe,water spraying nozzles,F25,0.5
dna strand,dna,C07,0.5
dna strand,dna chain,C07,0.5
dna strand,nucleic acid strand,C07,0.5
dna strand,polynucleotide coil,C07,0.5
dna strand,rna strand,C07,0.5
dna strand,rna strands,C07,0.5
dna strand,sequence,C07,0.5
dna strand,ssdna,C07,0.5
dna strand,strand,C07,0.5
dna strand,dna strand displacement,C12,0.5
dna strand,nucleic acid strand,C12,0.5
dna strand,polynucleotide chain,C12,0.5
dna strand,polynucleotide coil,C12,0.5
dna strand,template dna,C12,0.5
dna strand,different dna molecule,G01,0.5
dna strand,different dna molecules,G01,0.5
dna strand,dna,G01,0.5
dna strand,molecule,G01,0.5
dna strand,nucleotide,G01,0.5
dna strand,protein,G01,0.5
dna strand,ss dna molecule,G01,0.5
dna strand,ss dna molecules,G01,0.5
dna strand,strand dna,G01,0.5
dna strand,strand,G06,0.5
donor plasmid,donor ecdna,A01,0.5
donor plasmid,donor extrachromosomal dna,A01,0.5
donor plasmid,expression vectors,A01,0.5
donor plasmid,origin of replication,A01,0.5
donor plasmid,plasmid,A01,0.5
donor plasmid,plasmid system,A01,0.5
donor plasmid,plasmid vector,A01,0.5
donor plasmid,retrovirus system,A01,0.5
donor plasmid,retrovirus vector,A01,0.5
donor plasmid,specific dna,A01,0.5
donor plasmid,vector,A01,0.5
donor plasmid,cloning vector,A61,0.5
donor plasmid,plasmid,A61,0.5
donor plasmid,plasmid vector,A61,0.5
donor plasmid,recombination vector,A61,0.5
donor plasmid,shuttle vector,A61,0.5
donor plasmid,vector,A61,0.5
donor plasmid,donor cassette,C12,0.5
donor plasmid,donor double stranded dna,C12,0.5
donor plasmid,donor extrachromosomal dna,C12,0.5
donor plasmid,donor plasmid dna,C12,0.5
donor plasmid,donor plasmid vectors,C12,0.5
donor plasmid,recombinant plasmid,C12,0.5
double planetary gear,double planetary,B29,0.5
double planetary gear,chain sprocket,B60,0.5
double planetary gear,continuously gear transmission,B60,0.5
double planetary gear,continuously reduction transmission,B60,0.5
double planetary gear,cycloid transmission,B60,0.5
double planetary gear,double gear,B60,0.5
double planetary gear,double helical gear,B60,0.5
double planetary gear,double planetary,B60,0.5
double planetary gear,gear mechanism,B60,0.5
double planetary gear,gear system,B60,0.5
double planetary gear,intermediate planetary gear,B60,0.5
double planetary gear,planetary gear,B60,0.5
double planetary gear,planetary gear system,B60,0.5
double planetary gear,planetary gear transmission,B60,0.5
double planetary gear,planetary reduction gear,B60,0.5
double planetary gear,planetary reduction transmission,B60,0.5
double planetary gear,planetary transmission,B60,0.5
double planetary gear,planetary transmission gear,B60,0.5
double planetary gear,differential gear,F16,0.5
double planetary gear,differential planetary gear,F16,0.5
double planetary gear,double gear,F16,0.5
double planetary gear,double helical gear,F16,0.5
double planetary gear,double planetary gear four axis transmission,F16,0.5
double planetary gear,double planetary gear multi speed transmission,F16,0.5
double planetary gear,flow the gear,F16,0.5
double planetary gear,front arranged gear,F16,0.5
double planetary gear,front gear,F16,0.5
double planetary gear,front mounted gear,F16,0.5
double planetary gear,front planetary gear,F16,0.5
double planetary gear,gear system,F16,0.5
double planetary gear,planetary gear,F16,0.5
double planetary gear,planetary gear component,F16,0.5
double planetary gear,power flow gear,F16,0.5
double planetary gear,power flow the gear,F16,0.5
double planetary gear,power gear,F16,0.5
double planetary gear,power mounted gear,F16,0.5
double planetary gear,power the gear,F16,0.5
double planetary gear,rear gear,F16,0.5
double planetary gear,rear mounted gear,F16,0.5
double planetary gear,rear planetary gear,F16,0.5
double planetary gear,single planetary gear,F16,0.5
double planetary gear,stage planetary gear,F16,0.5
drainage,conventional drainage system,F22,0.5
drainage,steam condensate line,F22,0.5
drainage,steam trap,F22,0.5
drainage,sub surface drainage,F22,0.5
drainage,surface drainage,F22,0.5
drive balls,ball,B05,0.5
drive balls,ball assembly drive,B05,0.5
drive balls,ball screw drive,B05,0.5
drive balls,balls,B05,0.5
drive balls,electrostatic bearing,B05,0.5
drive balls,ball,F16,0.5
drive balls,ball bearing members,F16,0.5
drive balls,ball members,F16,0.5
drive balls,ball system,F16,0.5
drive balls,balls,F16,0.5
drive balls,outer balls,F16,0.5
drive balls,roller balls,F16,0.5
drive balls,roller members,F16,0.5
drive balls,rollers,F16,0.5
drive balls,spring biased balls,F16,0.5
drive balls,thrust balls,F16,0.5
drive balls,wheel drive ball,F16,0.5
dry corn,dent corn,C12,0.5
dry corn,dry corn flour,C12,0.5
dry corn,dry corn starch,C12,0.5
dry corn,pop corn,C12,0.5
dual clutch,automatic manual transmission,B60,0.5
dual clutch,clutch system,B60,0.5
dual clutch,continuously automatic,B60,0.5
dual clutch,continuously variable,B60,0.5
dual clutch,dual type,B60,0.5
dual clutch,multi step reduction gear,B60,0.5
dual clutch,torque converter device,B60,0.5
dual clutch,a traditional automatic transmission,B62,0.5
dual clutch,clutch,B62,0.5
dual clutch,clutch assembly,B62,0.5
dual clutch,clutch selectively,B62,0.5
dual clutch,clutch switching selectively,B62,0.5
dual clutch,dual clutch in tractor,B62,0.5
dual clutch,dual friction clutch,B62,0.5
dual clutch,hydraulic clutch,B62,0.5
dual clutch,hydraulic clutch selectively,B62,0.5
dual clutch,speed dual clutch,B62,0.5
dual clutch,switching clutch,B62,0.5
dual clutch,clutch,F02,0.5
dual clutch,speed dual clutch,F02,0.5
dual clutch,clutch,F16,0.5
dual clutch,clutch assembly,F16,0.5
dual clutch,dual shaft gear,F16,0.5
dual clutch,dual shaft gearing,F16,0.5
dual clutch,dual speed gear,F16,0.5
dual clutch,dual speed gearing,F16,0.5
dual clutch,known clutch,F16,0.5
dual clutch,planetary gear,F16,0.5
dual clutch,planetary shaft,F16,0.5
dual clutch,shaft gear,F16,0.5
dual clutch,shaft gearing,F16,0.5
dual clutch,speed gear,F16,0.5
dual clutch,speed gearing,F16,0.5
dual clutch,torque gear,F16,0.5
dual clutch,torque shaft,F16,0.5
duplex device,bandwidth set,H04,0.5
duplex device,duplex client,H04,0.5
duplex device,duplex communication,H04,0.5
duplex device,duplex receiver,H04,0.5
duplex device,duplex set,H04,0.5
duplex device,duplex switching,H04,0.5
duplex device,duplex talker,H04,0.5
duplex device,full duplex,H04,0.5
duplex device,full duplex network,H04,0.5
duplex device,half duplex device,H04,0.5
duplex device,multiplex devices,H04,0.5
ecn,analytic concentration,G01,0.5
ecn,api,G01,0.5
ecn,combustion network,G01,0.5
ecn,combustion vessel system,G01,0.5
ecn,diesel spray combustion,G01,0.5
ecn,endohydrolysis of linking elements,G01,0.5
ecn,hl number,G01,0.5
ecn,octane,G01,0.5
ecn,octane number,G01,0.5
ecn,value,G01,0.5
ecn,accessible communication network,H04,0.5
ecn,computer network,H04,0.5
ecn,congestion episode,H04,0.5
ecn,packet drop rate,H04,0.5
ecn,wide area computer network,H04,0.5
effective storage,average storage,B01,0.5
effective storage,average volume,B01,0.5
effective storage,effective storage amount,B01,0.5
effective storage,effective storage area,B01,0.5
effective storage,efficient data storage,B01,0.5
effective storage,high storage efficiency,B01,0.5
effective storage,internal storage,B01,0.5
effective storage,reliable data storage,B01,0.5
effective storage,storage life,B01,0.5
effective storage,storage surface,B01,0.5
effective storage,average storage,G01,0.5
effective storage,cost effective storage,G01,0.5
effective storage,effective volume storage,G01,0.5
effective storage,efficient data storage,G01,0.5
effective storage,high reliability memory,G01,0.5
effective storage,internal storage,G01,0.5
effective storage,storage,G01,0.5
effective storage,storage capability,G01,0.5
effective storage,storage resource management,G01,0.5
effective storage,stored,G01,0.5
el display,display,C23,0.5
el display,el device,C23,0.5
el display,el display device,C23,0.5
el display,el emitting,C23,0.5
el display,el emitting device,C23,0.5
el display,el panel,C23,0.5
el display,electro display,C23,0.5
el display,electro emitting display,C23,0.5
el display,electroluminescence,C23,0.5
el display,electroluminescence device,C23,0.5
el display,electroluminescent,C23,0.5
el display,electroluminescent device,C23,0.5
el display,electroluminescent panel,C23,0.5
el display,light display,C23,0.5
el display,light emitting,C23,0.5
el display,light emitting device,C23,0.5
el display,el emitting,G02,0.5
el display,el forming,G02,0.5
el display,el light emitting,G02,0.5
el display,electroluminescent,G02,0.5
el display,electroluminescent emitting,G02,0.5
el display,electronic el emitting,G02,0.5
el display,electronic image display,G02,0.5
el display,electronic image emitting,G02,0.5
el display,image display,G02,0.5
el display,image forming,G02,0.5
el display,light display,G02,0.5
el display,light emitting,G02,0.5
el display,ole,G02,0.5
el display,organic el display,G02,0.5
el display,organic el emitting,G02,0.5
el display,organic image display,G02,0.5
el display,organic image emitting,G02,0.5
el display,active crystal display,H01,0.5
el display,active crystal emitting,H01,0.5
el display,active el display,H01,0.5
el display,active el emitting,H01,0.5
el display,display,H01,0.5
el display,el device method,H01,0.5
el display,el display method,H01,0.5
el display,el display panels,H01,0.5
el display,el element,H01,0.5
el display,electro crystal display,H01,0.5
el display,electro crystal emitting,H01,0.5
el display,electroluminescent device method,H01,0.5
el display,electroluminescent display method,H01,0.5
el display,electroluminescent element,H01,0.5
el display,electrooptical,H01,0.5
el display,image display,H01,0.5
el display,inorganic el display,H01,0.5
el display,light crystal display,H01,0.5
el display,light crystal emitting,H01,0.5
el display,light el emitting,H01,0.5
el display,light emitting display device,H01,0.5
el display,liquid crystal display,H01,0.5
el display,liquid crystal emitting,H01,0.5
el display,liquid el display,H01,0.5
el display,liquid el emitting,H01,0.5
el display,organic el display,H01,0.5
el display,self emission display,H01,0.5
el display,self light emitting device,H01,0.5
el display,el crystal display,H04,0.5
el display,el display panel,H04,0.5
el display,el emitting,H04,0.5
el display,electroluminescent,H04,0.5
el display,led,H04,0.5
el display,light crystal display,H04,0.5
el display,light crystal emitting,H04,0.5
el display,light display,H04,0.5
el display,organic el display,H04,0.5
el display,self emission display,H04,0.5
el display,thin film electroluminescent display,H04,0.5
elastic assembly,elastic device,A43,0.5
elastic assembly,elastic means,A43,0.5
elastic assembly,elastic member,A43,0.5
elastic assembly,elastic spring,A43,0.5
elastic assembly,retaining spring,A43,0.5
elastic assembly,spring,A43,0.5
elastic assembly,springs,A43,0.5
elastic assembly,elastic portion,B05,0.5
elastic assembly,elastic spring,B05,0.5
elastic assembly,spring,B05,0.5
elastic assembly,waist elastic portion,B05,0.5
elastic assembly,waist elastic region,B05,0.5
elastic assembly,waist elasticized portion,B05,0.5
elastic assembly,waist elasticized region,B05,0.5
elastic assembly,actuator,E04,0.5
elastic assembly,actuator pivotally,E04,0.5
elastic assembly,adjustable assembly,E04,0.5
elastic assembly,articulated assembly pivotally,E04,0.5
elastic assembly,articulated assembly rotatably,E04,0.5
elastic assembly,articulated mechanism pivotally,E04,0.5
elastic assembly,articulated mechanism rotatably,E04,0.5
elastic assembly,assembly,E04,0.5
elastic assembly,elastic network structure,E04,0.5
elastic assembly,elastic repulsive member,E04,0.5
